_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,ent1_holder,ent2_holder,ent3_holder,ent4_holder,ent5_holder,ent6_holder,ent7_holder,utt_holder,utter_entity_1,utter_entity_2,utter_entity_3,utter_entity_4,utter_entity_5,utter_entity_6,utter_entity_7,utterance,contributors_browser_gold,ent1_holder_gold,ent2_holder_gold,ent3_holder_gold,ent4_holder_gold,ent5_holder_gold,ent6_holder_gold,ent7_holder_gold,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,intents,utt_holder_gold,utter_entity_1_gold,utter_entity_2_gold,utter_entity_3_gold,utter_entity_4_gold,utter_entity_5_gold,utter_entity_6_gold,utter_entity_7_gold,utterance_gold
2648808464,2/12/2020 18:47,5464782811,2/12/2020 18:42,FALSE,neodev,1,44095272,VEN,25,Caracas,201.243.235.233,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,,,,,,,,Leslie Burnett,vacations,Officer,,,,,"I need a letter wich directed to Leslie Burnett, officer, To ask the remaining of vacations",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),,,,Requsting an HR letter,,,,,,,,,
2648808465,2/12/2020 15:21,5464369254,2/12/2020 15:10,FALSE,neodev,1,45215691,VEN,13,Barquisimeto,190.200.145.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,,,,,,,,,Joe,vacation,Manager,Sealed,20-Jan,Travel,,Please send a sealed letter to Joe of HR asking about the status of vacation request from the manager because of the travel of january 20,,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 16:20,5464473248,2/12/2020 16:16,FALSE,feca,1,45181447,VEN,4,Turmero,201.242.32.40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,George Mittchel,Domicile,Job Title,Salary,Date of last vacation,vacations request,,"Please send to george mittchel vacations request letter and include domicile, job title, salary and date of last vacation",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 16:32,5464498401,2/12/2020 16:21,FALSE,clixsense,1,43842317,PRT,17,Rio Tinto,89.154.144.169,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,Rita,salary,cfo,sealed,starting date of employment,future use,,"I want a human resource letter about Rita, the cfo, that includes her salary and starting date of employment, and that is sealed for future use.",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 16:46,5464535177,2/12/2020 16:32,FALSE,feca,1,45184645,VEN,15,Agua Fria,190.77.32.238,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,president,12 usd/hrs,bootcleaner,sealed,january first,job request,,send sealed hr letter to president for job request. about bootcleaner with a salary of 12 usd/hrs at january first,,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 17:09,5464582669,2/12/2020 17:01,FALSE,feca,1,45450822,IND,10,Rohtak,157.36.218.70,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,inder,salary,accountant,stamped,10th dec,salary,,i m inder job title accountant joining date 10th dec want to know about salary in the stamped envelop to hr,,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 17:19,5464600752,2/12/2020 17:11,FALSE,feca,1,45161881,COL,34,Bogota,179.51.101.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,henry,salary,manager,stamped,3-Jan,illness,,"henry, your salary of manager was stamped on jan 3 for illness",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 17:29,5464617665,2/12/2020 17:13,FALSE,neodev,1,45567834,PAK,4,Faisalabad,39.53.223.16,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,,,,,,,,,David,Attendance,Software Engineer,Attestation,1-Aug-17,Requesting a Reference,,"Hi David, please provide me with an attested reference keeping in view my top notch productivity and attendance as a Software engineer here since August 1, 2017",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 17:33,5464624558,2/12/2020 17:18,FALSE,neodev,1,43692556,VEN,17,Altagracia,186.93.69.112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,Daniel,salary,job title,working years,company name,I need to send,,"I need to send an HR letter to Daniel that includes salary, job title, working years and company name",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 18:26,5464738549,2/12/2020 18:11,FALSE,neodev,1,44475911,VEN,17,Porlamar,200.82.203.179,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,Maria,100$,Secretary,payed,21/01/2018,salary,,"Hi Maria, i want to know when my salary doubt of 100$ is going to be payed? My starting day was 21/01/2018. Send a messsage to my secretary",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 18:41,5464770478,2/12/2020 18:28,FALSE,clixsense,1,42705218,BIH,1,Vares,92.36.199.143,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,hr department,dental insurance,job title,sealed,starting date of insurance,informations,,can you please give me information from hr department about my dental insurance as chief marketing and is it sealed from starting date of insurance,,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808465,2/12/2020 19:04,5464814119,2/12/2020 18:42,FALSE,clixsense,1,45514232,VEN,25,Caracas,186.90.22.43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,Apple,salary,job title,sealed,starting date of employment,employment request,,"I want an employment letter that includes my salary, job title and starting date of employment, it must be sealed for Apple, because I am submitting an employment request.",,,,,,,,,Who the letter is going to be submitted to,Detail to Include (i.e. salary),Detail to Include (i.e. job title),"Detail to Include (i.e. sealed, stamped, etc.)",Detail to Include (i.e. starting date of employment),Reason for HR Letter,Requesting an HR letter,,,,,,,,,
2648808466,2/12/2020 14:54,5464324973,2/12/2020 14:41,FALSE,feca,1,45181582,VEN,19,Altagracia,190.201.105.252,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,22/01/2002,,,,,,,can you cancel the human resources letter you request today 22/01/2020?,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:31,5464388210,2/12/2020 15:22,FALSE,feca,1,45189385,VEN,13,Agua Viva,181.208.112.12,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,13/02/2020,,,,,,,"Good afternoon, i need to cancel my requested RRHH letter for the day 13/02/2020",,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:32,5464390413,2/12/2020 15:11,FALSE,feca,1,45184645,VEN,15,Agua Fria,190.77.32.238,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,january first,,,,,,,cancel my requested hr letter for january first,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:44,5464408841,2/12/2020 15:34,FALSE,clixsense,1,45514232,VEN,25,Caracas,186.90.22.43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,may 9th,,,,,,,Please cancel the request for the HR letter that I requested on may 9th.,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:45,5464410297,2/12/2020 15:30,FALSE,neodev,1,44475911,VEN,17,Porlamar,200.82.203.179,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,1/2/2019,,,,,,,"Hello, i want to cancel the last HR letter that i sent you the day 01/02/2019",,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:53,5464419525,2/12/2020 15:41,FALSE,feca,1,45161396,EGY,11,Cairo,41.68.251.85,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,next monday,,,,,,,Please I need to cancel the HR letter requested for next Monday.,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:55,5464421873,2/12/2020 15:41,FALSE,feca,1,45180756,VEN,17,Altagracia,201.209.157.27,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36",,,,,,,,,June 10th,,,,,,,"I need to cancel my request of HR letter of good behavior, I decided to stay in my current job.",,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:57,5464424132,2/12/2020 15:41,FALSE,feca,1,45450822,IND,10,Rohtak,157.36.218.70,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,14th,,,,,,,i want to cancel letter of 14th jan of hr,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 15:57,5464424133,2/12/2020 15:45,FALSE,feca,1,45181447,VEN,4,Turmero,201.242.32.40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,Monday,,,,,,,Cancel the letter requested on monday,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 16:22,5464477609,2/12/2020 16:18,FALSE,clixsense,1,42705218,BIH,1,Zenica,92.36.235.156,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,2/2/2020,,,,,,,please cancel my hr letter request from 02/02/2020,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 16:23,5464480804,2/12/2020 16:12,FALSE,feca,1,45204515,VEN,19,Altagracia,190.207.85.197,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,5/6/2020,,,,,,,hi i want my letter send to HR of 05/06/2020,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 17:11,5464586857,2/12/2020 17:07,FALSE,feca,1,45540964,VEN,13,Barquisimeto,190.200.169.133,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,1/2/2020,,,,,,,"today ,01/02/2020 , i want to cancel my hr letter",,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 17:51,5464660537,2/12/2020 17:42,FALSE,neodev,1,43692556,VEN,17,Altagracia,186.93.69.112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,10-Jan,,,,,,,Cancel the letter I applied for on january 10,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 18:12,5464707652,2/12/2020 18:11,FALSE,neodev,1,45215691,VEN,13,Barquisimeto,190.200.145.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,,,,,,,,,16-May,,,,,,,Cancel the request for HR letter of may 16,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 18:40,5464767712,2/12/2020 18:33,FALSE,neodev,1,44095272,VEN,25,Caracas,201.243.235.233,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,,,,,,,,june 01st,,,,,,,"This letter is to ask the cancelation of the letter asked a few days ago, on june 01st",,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
2648808466,2/12/2020 18:49,5464786114,2/12/2020 18:42,FALSE,feca,1,45172210,HRV,21,Zagreb,89.172.74.91,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,may 15th,,,,,,,cancell an hr letter requset on may 15th.,,,,,,,,,Date requested for HR letter,,,,,,Canceling request for an HR letter,,,,,,,,,
