_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,ent1_holder,ent2_holder,ent3_holder,ent4_holder,ent5_holder,ent6_holder,ent7_holder,utt_holder,utter_entity_1,utter_entity_2,utter_entity_3,utter_entity_4,utter_entity_5,utter_entity_6,utter_entity_7,utterance,contributors_browser_gold,ent1_holder_gold,ent2_holder_gold,ent3_holder_gold,ent4_holder_gold,ent5_holder_gold,ent6_holder_gold,ent7_holder_gold,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,intents,utt_holder_gold,utter_entity_1_gold,utter_entity_2_gold,utter_entity_3_gold,utter_entity_4_gold,utter_entity_5_gold,utter_entity_6_gold,utter_entity_7_gold,utterance_gold
2648808450,2/12/2020 17:36,5464629178,2/12/2020 17:11,FALSE,feca,1,45186889,VEN,4,Maracay,190.206.36.8,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,May 31th,June 13th,,,,,,I need a vacation from May 31th to June 13th because I must visit my parents,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:48,5464654177,2/12/2020 17:44,FALSE,feca,1,45161881,COL,34,Bogota,179.51.101.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,10-Nov,30-Nov,,,,,,your vacation from nov 10 to nov 30 was approved,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 18:05,5464692130,2/12/2020 17:40,FALSE,neodev,1,44310195,VEN,25,Caracas,190.205.114.74,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,may 31th,july 31th,,,,,,I whis my vacations to return on july 31th,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 18:21,5464728498,2/12/2020 18:17,FALSE,feca,1,45489600,USA,NY,New York,107.170.145.187,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,12-Feb,20-Feb,,,,,,i want to change my vacation from feb 12 to feb 20,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/13/2020 5:58,5465778750,2/13/2020 5:45,FALSE,clixsense,1,45376768,IND,19,Bengaluru,157.45.230.50,Mozilla/5.0 (Android 7.1.2; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,,,,,,,,,Feb 6th,Feb 10th,,,,,,Im requesting a vacation from Feb 6th to Feb 10th as my cousin is getting married,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/13/2020 6:04,5465786374,2/13/2020 5:45,FALSE,clixsense,1,12232491,IND,28,Kolkata,103.77.47.222,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.72",,,,,,,,,21st February,28th February,,,,,,I want a leave for going on a vacation from 21st February to 28th February.,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 14:46,5464311552,2/12/2020 14:40,FALSE,clixsense,1,17327401,BIH,1,Sarajevo,92.36.150.225,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,,,,,,,,3/1/2020,7,paid time off,family trip,,,,I need vacation for this period because trip with family.,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 14:59,5464333338,2/12/2020 14:48,FALSE,neodev,1,45215691,VEN,13,Barquisimeto,190.200.145.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,,,,,,,,,3-Jan,13-Jan,Paid Time Off,Traveling to France,,,,"Please make plans for my paid time off vacations starting on january 3 and finishing on january 13, i'm traveling to France",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 15:25,5464374927,2/12/2020 15:11,FALSE,feca,1,45180756,VEN,17,Altagracia,201.209.157.27,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36",,,,,,,,,January 10th,7,Maternity Leave,Labor,,,,"I want to have a vacation, because the Maternity Leave, my doctor told me that I will be in labor at January 10th, so I need 7 days for that.",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 15:28,5464379849,2/12/2020 15:10,FALSE,neodev,1,44854755,VEN,15,El Limón,201.243.35.63,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,december 12th,15 days,free time,pleasure,,,,I want a pleasure trip for december 12th for 15 days please for my free time,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 15:44,5464407672,2/12/2020 15:26,FALSE,clixsense,1,45056272,UKR,12,Kiev,82.193.103.172,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.72",,,,,,,,,January 10th,January 25th,Unpaid,family reason,,,,I need an unpaid vacation from January 10th to January 25th for family reason.,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 15:51,5464417313,2/12/2020 15:41,FALSE,clixsense,1,43842317,PRT,17,Rio Tinto,89.154.144.169,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,first of july,7,sick,sickness,,,,I want a vacation of 7 days starting on the first of july of the type sick because of sickness reasons.,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 16:00,5464429078,2/12/2020 15:41,FALSE,feca,1,45204515,VEN,19,Altagracia,190.207.85.197,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,4/25/2020,15,sick,flu,,,,"i need a urgent vacation of 04/25/2020 for 15 days , am sick with flu",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 16:03,5464435602,2/12/2020 15:42,FALSE,neodev,1,44542515,BGD,81,Dhaka,119.30.32.134,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,25 th February,5,Sick leave,Fever,,,,"I have suffering from fever for 7 days, so I need sick leave for 5 day's starting from 25 th February.",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 16:35,5464504468,2/12/2020 16:27,FALSE,neodev,1,44095272,VEN,25,Caracas,201.243.235.233,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,,,,,,,,june 01st,20,sick,personal reasons,,,,I need to take my sick vacations (20 days) to start on june 01st due personal reasons,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 16:44,5464530300,2/12/2020 16:37,FALSE,feca,1,45540964,VEN,13,Barquisimeto,190.200.169.133,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,25/03/2020,30,Maternity leave,Family,,,,"Hello, can i take vacations for the 25 day?",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 17:12,5464589357,2/12/2020 16:49,FALSE,neodev,1,43692556,VEN,17,Altagracia,186.93.69.112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,23-Jul,13-Aug,paid time off,rest,,,,"I want paid time off from july 23 to august 13, cause I need to rest",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 17:19,5464599672,2/12/2020 17:11,FALSE,clixsense,1,42705218,BIH,1,Zenica,92.36.235.156,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,20/02(2020,8,paid time off,travel,,,,i need to request a paid time off for travel starting from 20/02/202 and it will last 8 days,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 17:21,5464604182,2/12/2020 17:14,FALSE,feca,1,45489600,USA,NY,New York,107.170.145.187,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,4-May,5,illness,treatment,,,,the vacation on may 4 was approved for treatment of illness for 5 days,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 17:35,5464626869,2/12/2020 17:16,FALSE,clixsense,1,45514232,VEN,25,Caracas,186.90.22.43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,may 5th,10,trip,time with my family,,,,"I want to request a vacation on may 5th for 10 days, because I have a trip prepared to have time with my family.",,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 17:36,5464629198,2/12/2020 17:11,FALSE,feca,1,45186889,VEN,4,Maracay,190.206.36.8,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,October 13th,10,sick,health,,,,I want to ask for a 10-day vacation since October 13th because I am sick and have health related problems,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/13/2020 5:58,5465778749,2/13/2020 5:45,FALSE,clixsense,1,45376768,IND,19,Bengaluru,157.45.230.50,Mozilla/5.0 (Android 7.1.2; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,,,,,,,,,jan 2nd,10,sick,knee surgery,,,,I need a sick vacation of 10 days from jan 2nd because of the knee surgery,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/13/2020 6:04,5465786379,2/13/2020 5:45,FALSE,clixsense,1,12232491,IND,28,Kolkata,103.77.47.222,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.72",,,,,,,,,1st March,10,Sick,visit doctor,,,,I want a sick leave for 10 days from 1st March to visit doctor who lives in another state.,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 15:44,5464408035,2/12/2020 15:15,FALSE,feca,1,45159356,EGY,11,Cairo,41.237.57.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,5/5/1993,5/5/2022,paid time off,travel and work,,,,i nedd a paid time off vacation from the date 05/05/1993 to 05/05/2022 so i can travel and work in othe country,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 15:51,5464418224,2/12/2020 15:41,FALSE,neodev,1,45215691,VEN,13,Barquisimeto,190.200.145.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,,,,,,,,,1-Jan,15-Jan,paid time off,Europe Travel,,,,Because of my Europe travel i'm going to need a paid time off vacations from january 1 to january 15,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 15:53,5464420344,2/12/2020 15:44,FALSE,clixsense,1,45056272,UKR,12,Kiev,82.193.103.172,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.72",,,,,,,,,June 10th,June 30th,Sick,I need to be examined in the hospital,,,,"I need a vacation form June 10th to June 30th, because I am sick and I need to be examined in the hospital.",,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 15:55,5464422402,2/12/2020 15:41,FALSE,neodev,1,45400803,VEN,2,Bergantín,190.207.85.67,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36",,,,,,,,,18-Feb,28-Feb,paid time off,wedding trip,,,,I want a paid time off vacation from February 18 to February 28 to go on my wedding trip.,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 16:21,5464474594,2/12/2020 16:11,FALSE,neodev,1,44854755,VEN,15,El Limón,201.243.35.63,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,February 02th,February 20th,sick,pleasure,,,,I want some pleasure vacations for being sick from February 02th to February 20th,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 16:32,5464499217,2/12/2020 16:11,FALSE,feca,1,45323184,VEN,13,Barquisimeto,186.91.114.135,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,jan 3rd,23-Feb,january 7th,february 10th,,,,i want to change my vacation from jan 3rd to may 23 to be between january 7th and february 10th,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 16:39,5464515237,2/12/2020 16:23,FALSE,neodev,1,44475911,VEN,17,Porlamar,200.82.203.179,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,1/1/2020,30/01/2020,Sick vacation,Health,,,,Let me approved the sick vacation for Mr. Angel due to his health. It is requested from 01/01/2020 to 30/01/2020,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 16:47,5464537052,2/12/2020 16:34,FALSE,feca,1,45161881,COL,34,Bogota,179.51.101.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,12-Feb,28-Feb,illness,treatment,,,,i want to change my vacations from feb 12 to feb 28 for treatment of illness,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 16:47,5464537386,2/12/2020 16:18,FALSE,feca,1,45180756,VEN,17,Altagracia,201.209.157.27,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36",,,,,,,,,March 10th,March 15th,Sick,Sickness,,,,"I had been feeling really sick, for that reason I need to request a Sick vacation from March 10th to March 15th.",,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 17:25,5464610694,2/12/2020 17:11,FALSE,neodev,1,45508191,VEN,19,Altagracia,190.201.105.252,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,1/1/2020,2/2/2020,pregnancy,medical permit,,,,i request my vacation from 01/01/2020 to 02/02/2020 since i have a medical permit for my pregnancy,,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
2648808452,2/12/2020 17:36,5464630244,2/12/2020 17:15,FALSE,feca,1,45172210,HRV,21,Zagreb,89.172.74.91,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,january 12th,february 10th,sick,disease,,,,"gimme a sick vacation,i have disease,starting from january 12th till february 10th.",,,,,,,,,Start Date of Vacation,End of Date of Vacation,"Vacation Type (Sick, Paid Time Off, Maternity Leave, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
